epoch,loss,val_loss,training_time,-1
0.0,0.001161355148650156,0.00047594312844040636,59.74742770195007,
1.0,0.0005489747710443047,0.0005162548811014659,59.74742770195007,
2.0,0.00044288297493363856,0.000364929315002219,59.74742770195007,
3.0,0.00038011920944842805,0.000348315896626144,59.74742770195007,
4.0,0.0003699610880216164,0.0002753407129065154,59.74742770195007,
5.0,0.0003580531429350499,0.00023722494356571614,59.74742770195007,
6.0,0.0003560536974240047,0.00024676701295627673,59.74742770195007,
7.0,0.00034200387035257187,0.0002396322827277388,59.74742770195007,
8.0,0.00033271603924217845,0.0002764868429592566,59.74742770195007,
9.0,0.00034542036374898166,0.00023599717426415497,59.74742770195007,
10.0,0.00033623186769953314,0.0003141101568840697,59.74742770195007,
11.0,0.00033721118321187283,0.00024477630051750204,59.74742770195007,
12.0,0.0003283308241451183,0.0002416241553976144,59.74742770195007,
13.0,0.0003177838122920055,0.0002505055746628321,59.74742770195007,
14.0,0.0003284288833211662,0.0002357722986045988,59.74742770195007,
15.0,0.0003321998610615057,0.00023526046299502602,59.74742770195007,
16.0,0.0003198471264134614,0.00023354191082776844,59.74742770195007,
17.0,0.0003215617780116299,0.00027093755258089343,59.74742770195007,
18.0,0.00031534732099025304,0.00023586740270351315,59.74742770195007,
19.0,0.00031539793801671674,0.00026157891628147837,59.74742770195007,
20.0,0.0003223044995476821,0.00023836198721904304,59.74742770195007,
21.0,0.0003104066683635078,0.00023808690704555825,59.74742770195007,
22.0,0.00031429779251063427,0.0002559505317947634,59.74742770195007,
23.0,0.00030905457713599607,0.00025618487944711015,59.74742770195007,
24.0,0.0003046332724788167,0.00031930343348520623,59.74742770195007,
25.0,0.00030106448943643184,0.00028798875173820205,59.74742770195007,
26.0,0.0002977101176603325,0.00023907303069827505,59.74742770195007,
,,,,734.9349219799042
